title,clean_title,clean_token,sentiment
"@iJo_Loemoet15 Nggih mas, mugi2 saged wilujeng saking resesi😅",nggih mugi saged wilujeng saking resesi,"['nggih', 'mugi', 'saged', 'wilujeng', 'saking', 'resesi']",Negative
"Namun demikian, ADB juga memprediksikan Indonesia termasuk ke dalam negara yang akan terhindar dari resesi.",prediksi indonesia negara hindar resesi,"['prediksi', 'indonesia', 'negara', 'hindar', 'resesi']",Negative
"Krisis keuangan, pangan, dan energi global yang terjadi saat ini dan ditambah dengan tekanan inflasi menjadikan dunia dibayangi dengan ancaman resesi. https://t.co/7qqjSrvotG",krisis uang pangan energi global tambah tekan inflasi jadi dunia bayang ancam resesi,"['krisis', 'uang', 'pangan', 'energi', 'global', 'tambah', 'tekan', 'inflasi', 'jadi', 'dunia', 'bayang', 'ancam', 'resesi']",Negative
"@tanyakanrl Thanks min, untuk yang masih merintis dari awal sangat membantu, suntikan dana uncle ahtong lagi kena resesi kayanya mulai aga lama datangnya https://t.co/IOq8m4XUUv",thanks rintis bantu sunti dana uncle ahtong kena resesi kaya datang,"['thanks', 'rintis', 'bantu', 'sunti', 'dana', 'uncle', 'ahtong', 'kena', 'resesi', 'kaya', 'datang']",Neutral
"Asosiasi Pertekstilan Indonesia (API) menekankan fenomena yang terjadi di industri tekstil kali ini menjadi peringatan bagi seluruh pihak termasuk pemerintah. Perlu ada upaya agar Indonesia tak merasakan dampak #resesi global yang terlampau dalam.

https://t.co/qUJDXf2ozt",asosiasi tekstil indonesia tekan fenomena industri tekstil kali ingat perintah upaya indonesia rasa dampak global lampau,"['asosiasi', 'tekstil', 'indonesia', 'tekan', 'fenomena', 'industri', 'tekstil', 'kali', 'ingat', 'perintah', 'upaya', 'indonesia', 'rasa', 'dampak', 'global', 'lampau']",Negative
"Meski ada ancaman resesi di tahun 2023, para pengusaha tetap optimis kinerja ekspor di Indonesia pada tahun depan tak akan terganggu.  https://t.co/vPoTG1MMTB",ancam resesi usaha optimis kerja ekspor indonesia ganggu,"['ancam', 'resesi', 'usaha', 'optimis', 'kerja', 'ekspor', 'indonesia', 'ganggu']",Negative
RT @kumparan: Facebook dikabarkan akan PHK 12.000 karyawannya hari ini. Investor mulai hati-hati suntik dana di tengah ancaman resesi. #foc…,facebook kabar karyawannya investor hatihati suntik dana ancam resesi,"['facebook', 'kabar', 'karyawannya', 'investor', 'hatihati', 'suntik', 'dana', 'ancam', 'resesi']",Negative
"Dengan angka pertumbuhan sebagaimana catatan BPS, menunjukkan bahwa ekonomi Indonesia dapat dikatakan sangat tanguh. Angka tersebut juga bisa menjadi modal kuat ekonomi Indonesia menghadapi ancaman resesi dunia yang diperkirakan akan dimulai 2023 mendatang.",angka tumbuh catat ekonomi indonesia tanguh angka modal kuat ekonomi indonesia hadap ancam resesi dunia,"['angka', 'tumbuh', 'catat', 'ekonomi', 'indonesia', 'tanguh', 'angka', 'modal', 'kuat', 'ekonomi', 'indonesia', 'hadap', 'ancam', 'resesi', 'dunia']",Negative
https://t.co/QU90EJQoNt,,[],Neutral
@republikaonline Katanya dunia lg resesi ...sekalian pake delman aja lebih green &amp; low cost,dunia resesi pake delman green cost,"['dunia', 'resesi', 'pake', 'delman', 'green', 'cost']",Negative
"Indonesia Dinilai Kebal Ancaman Resesi
https://t.co/bUqFPiz1jU",indonesia nilai kebal ancam resesi,"['indonesia', 'nilai', 'kebal', 'ancam', 'resesi']",Negative
"@Okihita Resesi bagaimana, disini buruh minumnya bersoda, tenang aja 😂",resesi buruh minum soda tenang,"['resesi', 'buruh', 'minum', 'soda', 'tenang']",Negative
@JoyoWi4 Indonesia bisa bebas resesi yekan 🤭 donasi doa aja gampang,indonesia bebas resesi yekan donasi gampang,"['indonesia', 'bebas', 'resesi', 'yekan', 'donasi', 'gampang']",Positive
"3 ARTIKEL #TERPOPULER

1. Ini Lima Strategi Menaker Hadapi Ancaman Resesi Global. https://t.co/uwTq7XGPKU",artikel strategi menaker hadap ancam resesi global,"['artikel', 'strategi', 'menaker', 'hadap', 'ancam', 'resesi', 'global']",Negative
RT @fenti_bella: Tren Bagus Ekonomi RI Diprediksi Mampu Hindari Resesi Global. kebayamerah Pecat Elkan Baggott Wakanda DITA Harris Vriza Ke…,tren bagus ekonomi prediksi hindar resesi global kebayamerah pecat elkan baggott wakanda dita harris vriza,"['tren', 'bagus', 'ekonomi', 'prediksi', 'hindar', 'resesi', 'global', 'kebayamerah', 'pecat', 'elkan', 'baggott', 'wakanda', 'dita', 'harris', 'vriza']",Negative
RT @hewanpemaLas: @kesienji resesi pernikahan,resesi nikah,"['resesi', 'nikah']",Negative
"@Okihita Dengan tkdn 100% 
Tahan resesi",tkdn tahan resesi,"['tkdn', 'tahan', 'resesi']",Negative
Facebook dikabarkan akan PHK 12.000 karyawannya hari ini. Investor mulai hati-hati suntik dana di tengah ancaman resesi. #focus #phkfacebook #story https://t.co/PxoE4p6Nvc,facebook kabar karyawannya investor hatihati suntik dana ancam resesi,"['facebook', 'kabar', 'karyawannya', 'investor', 'hatihati', 'suntik', 'dana', 'ancam', 'resesi']",Negative
"@MohAS_G @sutanmangara Indonesia mah miskiinn..mau resesi pulak..Makanya ngarep duit Arab,Arab mah Negara tajiir,makanya cebong kekii..🤣",indonesia miskiinnmau resesi pulakmakanya ngarep duit arabarab negara tajiirmakanya cebong keki,"['indonesia', 'miskiinnmau', 'resesi', 'pulakmakanya', 'ngarep', 'duit', 'arabarab', 'negara', 'tajiirmakanya', 'cebong', 'keki']",Negative
@kesienji resesi pernikahan,resesi nikah,"['resesi', 'nikah']",Negative
"gmn gak resesi, ini anak-anak IE baru dapet matdas sama statekbis udh ketar-ketir",resesi anakanak dapet matdas statekbis ketarketir,"['resesi', 'anakanak', 'dapet', 'matdas', 'statekbis', 'ketarketir']",Negative
"@polemicalchiks mohon maaf, kita gak ikutan resesi, semua sudah dipersiapkan oleh bapak presiden.",mohon maaf ikut resesi siap presiden,"['mohon', 'maaf', 'ikut', 'resesi', 'siap', 'presiden']",Positive
"Top! Tak Cuma Anti Resesi, RI Juga Kebal Krisis Energi https://t.co/E3Mh5K8IwW",anti resesi kebal krisis energi,"['anti', 'resesi', 'kebal', 'krisis', 'energi']",Negative
"Ini bentar lagi 2023 yg kata pemerintah bakal resesi dan gelap semuanya, udh dibilangin dari sekarang disuruh ""siap siap"" ""siapkan dananya"" ""dll"" jangan sampe kalo udh kejadian baru pada nyiapin, udh gitu nanti salahin pemerintah lagi",bentar perintah resesi gelap dibilangin suruh siap dana sampe kalo jadi nyiapin gitu salahin perintah,"['bentar', 'perintah', 'resesi', 'gelap', 'dibilangin', 'suruh', 'siap', 'dana', 'sampe', 'kalo', 'jadi', 'nyiapin', 'gitu', 'salahin', 'perintah']",Negative
"@bayuadhy @formfunction resesi thn dpn, koin drop kel mekejaang ne asanee",resesi koin drop mekejaang asanee,"['resesi', 'koin', 'drop', 'mekejaang', 'asanee']",Negative
"RT @Iyu62455064: Airlangga Hartarto optimis Indonesia bisa keluar dari resesi tahun depan.
#WujudkanRIAntiResesi https://t.co/JCMWFzSNE3",airlangga hartarto optimis indonesia resesi,"['airlangga', 'hartarto', 'optimis', 'indonesia', 'resesi']",Neutral
"KSPI menilai pertumbuhan ekonomi 5,73 persen menunjukkan bahwa Indonesia tidak masuk jurang resesi. Kalangan buruh pun punya harapan tinggi dari segi pengupahan. #TempoBisnis https://t.co/OMUnDnX8fe",kspi nilai tumbuh ekonomi persen indonesia masuk jurang resesi kalang buruh harap segi upah,"['kspi', 'nilai', 'tumbuh', 'ekonomi', 'persen', 'indonesia', 'masuk', 'jurang', 'resesi', 'kalang', 'buruh', 'harap', 'segi', 'upah']",Negative
"Ketua Umum Kamar Dagang Dan Industri (Kadin) Indonesia, Arsjad Rasjid optimistis, dengan kerja sama yang baik antara pengusaha besar dan UMKM, Indonesia bisa terhindar dari resesi seperti yang terjadi pada negara-negara lain.
#b20
#arsjadrasjid
#petani
#inklusifkolaboratif https://t.co/i0ypjdgiYF",ketua kamar dagang industri kadin indonesia arsjad rasjid optimistis kerja usaha umkm indonesia hindar resesi negaranegara,"['ketua', 'kamar', 'dagang', 'industri', 'kadin', 'indonesia', 'arsjad', 'rasjid', 'optimistis', 'kerja', 'usaha', 'umkm', 'indonesia', 'hindar', 'resesi', 'negaranegara']",Positive
"@riskaayyys @yoursuports @intanorii y allah , terus carane gimana ya?? apakah harus bertanya ""bagaimana p3rkembangan harga cabe dalam menghadapi resesi 2013??",allah carane gimana prkembangan harga cabe hadap resesi,"['allah', 'carane', 'gimana', 'prkembangan', 'harga', 'cabe', 'hadap', 'resesi']",Negative
"Gelaran G20 di Bali akan menjadi sejarah bagi Indonesia guna menciptakan perdamaian dunia. Di mana, kini dunia saat ini dalam ketidakpastian. Ancaman resesi, krisis pangan dan energi, bahkan ancaman perang dunia ketiga menjadi nyata.
Jokowi Tokoh Perdamaian

#G20WorldPeace https://t.co/fMVooOY6yl",gelar bal sejarah indonesia cipta damai dunia dunia ketidakpastian ancam resesi krisis pangan energi ancam perang dunia tiga nyatajokowi tokoh damai,"['gelar', 'bal', 'sejarah', 'indonesia', 'cipta', 'damai', 'dunia', 'dunia', 'ketidakpastian', 'ancam', 'resesi', 'krisis', 'pangan', 'energi', 'ancam', 'perang', 'dunia', 'tiga', 'nyatajokowi', 'tokoh', 'damai']",Negative
"Kementerian Perindustrian menyiapkan 3 langkah antisipasi resesi global yang akan terjadi di tahun depan.
https://t.co/5UUkqsbhdA",menteri industri langkah antisipasi resesi global,"['menteri', 'industri', 'langkah', 'antisipasi', 'resesi', 'global']",Negative
"PHK Naik Hingga Depresiasi Rupiah, Yakin Resesi Tak Merapat? https://t.co/bRDZGsj4uQ",depresiasi rupiah resesi rapat,"['depresiasi', 'rupiah', 'resesi', 'rapat']",Negative
"Dunia Teracam Resesi, LPS Pede Likuiditas Perbankan Tetap Tangguh di 2023 https://t.co/aafW9RBxDH",dunia teracam resesi pede likuiditas perban tangguh,"['dunia', 'teracam', 'resesi', 'pede', 'likuiditas', 'perban', 'tangguh']",Neutral
"@UGM_FESS Allahuakbar masi aja pada ribut urursan begini, raono bahan ribut yg lebih penting misal bagaimana resesi dari sudut pandang multidisiplin?",allahuakbar mas ribut urursan raono bahan ribut resesi sudut pandang multidisiplin,"['allahuakbar', 'mas', 'ribut', 'urursan', 'raono', 'bahan', 'ribut', 'resesi', 'sudut', 'pandang', 'multidisiplin']",Negative
"Inilah saatnya guwe membantu Indonesia menahan resesi dengan rabi, adat jawa x melayu https://t.co/q5F7s7dxrO",guwe bantu indonesia tahan resesi rabi adat jawa melayu,"['guwe', 'bantu', 'indonesia', 'tahan', 'resesi', 'rabi', 'adat', 'jawa', 'melayu']",Neutral
"Pelaksanaan KTT G20 di Bali pada bulan depan akan membahas kemungkinan Resesi Ekonomi untuk memperkecil tingkat keparahan. Sumatera Utara #KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama https://t.co/X7G3x1TWcm",laksana bal bahas resesi ekonomi kecil tingkat parah sumatera utara,"['laksana', 'bal', 'bahas', 'resesi', 'ekonomi', 'kecil', 'tingkat', 'parah', 'sumatera', 'utara']",Negative
Yuk bisa yuk mba @okikoo_ wkwkw kita mempermudah mencegah resesi hahaha https://t.co/0RZa839lMN,wkwkw mudah cegah resesi hahaha,"['wkwkw', 'mudah', 'cegah', 'resesi', 'hahaha']",Neutral
"scroll2 tiktok liat live, terus pengen beli, masupin kerangjang, terus mikir “ngapain ya beli kan masih ada, ga butuh juga” orang2 kek gue keknya mempercepat resesi bangsa deh, sorry for having me my biutiful country",scroll tiktok liat live ken beli masupin kerangjang mikir ngapain beli butuh orang kek cepat resesi bangsa sorry having biutiful country,"['scroll', 'tiktok', 'liat', 'live', 'ken', 'beli', 'masupin', 'kerangjang', 'mikir', 'ngapain', 'beli', 'butuh', 'orang', 'kek', 'cepat', 'resesi', 'bangsa', 'sorry', 'having', 'biutiful', 'country']",Neutral
Duh resesi 2023😭,resesi,['resesi'],Negative
Kunci dari mencegah resesi adalah masyarakat yang gemar belanja &amp; tidak segan berhutang. 🙃,kunci cegah resesi masyarakat gemar belanja segan hutang,"['kunci', 'cegah', 'resesi', 'masyarakat', 'gemar', 'belanja', 'segan', 'hutang']",Negative
"Semua harganya jadi naik nih, berharap tahun depan engga ada resesi kalau udah kayak begini sih #kbbukopin #bbkp #bintangfinansial https://t.co/quFfSX6gBF",harga harap engga resesi udah kayak,"['harga', 'harap', 'engga', 'resesi', 'udah', 'kayak']",Negative
"@NgkongRoses Siap² aja keluar BLT buat yg klaim di PHK. Kalo bener masuk resesi global, cuma Ind yg tdk resesi jg percuma, karna skrg dunia sdh saling terkait. Mau dilempar kemana itu produk ekspor kalo ga ada yg mau beli.",klaim kalo bener masuk resesi global resesi karna skrg dunia kait lempar mana produk ekspor kalo beli,"['klaim', 'kalo', 'bener', 'masuk', 'resesi', 'global', 'resesi', 'karna', 'skrg', 'dunia', 'kait', 'lempar', 'mana', 'produk', 'ekspor', 'kalo', 'beli']",Negative
@JoshuaPHilll Resesi tapi kog aktifis ini pada mbuang2 susu bgtu..ngide banget😫,resesi aktif mbuang susu bgtungide banget,"['resesi', 'aktif', 'mbuang', 'susu', 'bgtungide', 'banget']",Neutral
@Bang_Garr Lagi resesi,resesi,['resesi'],Negative
Faisal Basri: 2023 RI Lolos Resesi Tapi PDB Bisa ke Bawah 5% https://t.co/NGdSfPP3BM,faisal basri lolos resesi,"['faisal', 'basri', 'lolos', 'resesi']",Neutral
"Dilantik Jadi Bupati Bandung Barat,@ridwankamil Ingatkan Hengki Kurniawan Ini .""Bandung Barat harus berhitung,apakah resesi berpengaruh kepada pariwisata yg menjadi andalan PAD KBB, jadi saya perintahkan untuk segera melakukan respons2 ygterukur,"" ujar RK 
https://t.co/YKsnZkIXQd",lantik bupati bandung barat ingat hengki kurniawan bandung barat berhitungapakah resesi pengaruh pariwisata andal perintah respons ygterukur,"['lantik', 'bupati', 'bandung', 'barat', 'ingat', 'hengki', 'kurniawan', 'bandung', 'barat', 'berhitungapakah', 'resesi', 'pengaruh', 'pariwisata', 'andal', 'perintah', 'respons', 'ygterukur']",Neutral
Esem udh tau ekonomi dunia mulai resesi malah dagang plus konseran,esem ekonomi dunia resesi dagang plus konser,"['esem', 'ekonomi', 'dunia', 'resesi', 'dagang', 'plus', 'konser']",Negative
"RT @detikcom: Di tengah ancaman resesi global 2023, kabar baik datang menghampiri Indonesia. Indonesia masuk 10 negara dengan ekonomi terbe…",ancam resesi global kabar hampir indonesia indonesia masuk negara ekonomi terbe,"['ancam', 'resesi', 'global', 'kabar', 'hampir', 'indonesia', 'indonesia', 'masuk', 'negara', 'ekonomi', 'terbe']",Negative
"Crypto! Seiring isu resesi, apakah BTC akan jatuh kebawa 17K?",crypto iring resesi jatuh bawa,"['crypto', 'iring', 'resesi', 'jatuh', 'bawa']",Negative
"Kadin optimis, Indonesia terhindar dari resesi karna kerjasama baik dari perusahaan dan UMKM
Arsjad Rasjid #b20 #arsjadrasjid #petani #inklusifkolaboratif https://t.co/jCqFMWVSLz",kadin optimis indonesia hindar resesi karna kerjasama usaha umkmarsjad rasjid,"['kadin', 'optimis', 'indonesia', 'hindar', 'resesi', 'karna', 'kerjasama', 'usaha', 'umkmarsjad', 'rasjid']",Neutral
"RT @hiyogaaditama: @hrdbacot Nunggu video viral dengan judul

""Ini industri anti mati, yang buat Indonesia gak jadi resesi""

Atau 

""Mau te…",nunggu video viral judulini industri anti mati indonesia resesiatau,"['nunggu', 'video', 'viral', 'judulini', 'industri', 'anti', 'mati', 'indonesia', 'resesiatau']",Neutral
@Kimentari @fellforv Ya Allah joonie kena resesi 🥹,allah joonie kena resesi,"['allah', 'joonie', 'kena', 'resesi']",Negative
"Demi meredam resesi, pemerintah menjaga daya beli dan perkuat nilai tukar rupiah. #PacuPerekonomianNKRI #SukseskanPambangunanIKN
@airlangga_hrt https://t.co/fDKxj77fD0",redam resesi perintah jaga daya beli kuat nilai tukar rupiah,"['redam', 'resesi', 'perintah', 'jaga', 'daya', 'beli', 'kuat', 'nilai', 'tukar', 'rupiah']",Neutral
"@airlangga_hrt  menilai Indonesia bisa keluar dari resesi global tahun depan. Pasalnya ekonomi RI dinilai mampu tumbuh 4,8 hingga 5,1 persen di 2023. #PacuPerekonomianNKRI #SukseskanPambangunanIKN https://t.co/Y7gfEmN96b",nilai indonesia resesi global pasal ekonomi nilai tumbuh persen,"['nilai', 'indonesia', 'resesi', 'global', 'pasal', 'ekonomi', 'nilai', 'tumbuh', 'persen']",Negative
Udah mau resesi tapi belom diqodar bisa resepsi 🤭,udah resesi bom diqodar resepsi,"['udah', 'resesi', 'bom', 'diqodar', 'resepsi']",Negative
"Cegah Cemas karena Resesi, Tabungan Emas Jadi Solusi https://t.co/txWt8ZyttT https://t.co/AP8tOBRKpa",cegah cemas resesi tabung emas solusi,"['cegah', 'cemas', 'resesi', 'tabung', 'emas', 'solusi']",Negative
"Warga RW mengartikan isu resesi 2023 yang beredar saat ini gimana sih??

Menurut kamu akankah Indonesia terpuruk menghadapi kondisi yang dapat menimbulkan kebangkrutan besar dan krisis finansial berlarut tersebut?

Yuk simak slide berikut untuk memanfaatkan berbagai opportunity https://t.co/LpZumuCOuy",warga arti resesi edar gimana sihmenurut indonesia puruk hadap kondisi timbul bangkrut krisis finansial larut tersebutyuk simak slide manfaat opportunity,"['warga', 'arti', 'resesi', 'edar', 'gimana', 'sihmenurut', 'indonesia', 'puruk', 'hadap', 'kondisi', 'timbul', 'bangkrut', 'krisis', 'finansial', 'larut', 'tersebutyuk', 'simak', 'slide', 'manfaat', 'opportunity']",Negative
"Kotakmi1: Blibli Diprediksi Kuat Hadapi Ancaman Resesi, Ini Alasannya – Bisnis https://t.co/mE7QGSxnRf – Artikel Populer Google Berita – https://t.co/8Abc3eeKE2 – #Opsiin https://t.co/WHmqB2V9sv",kotakmi blibli prediksi kuat hadap ancam resesi alas bisnis artikel populer google berita,"['kotakmi', 'blibli', 'prediksi', 'kuat', 'hadap', 'ancam', 'resesi', 'alas', 'bisnis', 'artikel', 'populer', 'google', 'berita']",Neutral
@JumAwalia @sutamakhaton @msaid_didu Indonesia kagak terkena resesi itu sdh bukti kerja keras beliau blok goblok. Jalan2 di bangun buat mempercepat roda ekonomi antar daerah jg berkat kerja keras beliau yg berani ambil keputusan blok goblok. Lu msh bs ngetweet hr ini karena indonesia msh bs bertahan di masa resesi.,indonesia kagak kena resesi bukti kerja keras beliau blok goblok jalan bangun cepat roda ekonomi daerah berkat kerja keras beliau berani ambil putus blok goblok ngetweet indonesia tahan resesi,"['indonesia', 'kagak', 'kena', 'resesi', 'bukti', 'kerja', 'keras', 'beliau', 'blok', 'goblok', 'jalan', 'bangun', 'cepat', 'roda', 'ekonomi', 'daerah', 'berkat', 'kerja', 'keras', 'beliau', 'berani', 'ambil', 'putus', 'blok', 'goblok', 'ngetweet', 'indonesia', 'tahan', 'resesi']",Negative
"Eh iya, krn ingat mau resesi tahun bsk mending kurangi2 lah klo pergi jauh kecuali krn hal penting.

Keqnya kalo soal konser tunggu pas timing yg tepatlah alias jodoh &amp; pny budget lebih jika Allah SWT mengizinkan hehe, ga boleh sedih ya diana klo belum waktunya ☺️",resesi mending kurang pergi kecuali pentingkeqnya kalo konser tunggu timing tepat alias jodoh budget allah izin hehe sedih ana,"['resesi', 'mending', 'kurang', 'pergi', 'kecuali', 'pentingkeqnya', 'kalo', 'konser', 'tunggu', 'timing', 'tepat', 'alias', 'jodoh', 'budget', 'allah', 'izin', 'hehe', 'sedih', 'ana']",Negative
@finanailurr Yg ga peduli resesi apakah dihitung jg?,peduli resesi hitung,"['peduli', 'resesi', 'hitung']",Neutral
"Wakil Ketua DPR Muhaimin Iskandar menekankan pentingnya pembangunan dari pinggiran untuk menghadapi krisis dan resesi global yang diperkirakan terjadi pada tahun 2023.

#Derasdotid #DPR #MuhaiminIskandar 
https://t.co/RO8UVu2xjM",wakil ketua muhaimin iskandar tekan bangun pinggir hadap krisis resesi global,"['wakil', 'ketua', 'muhaimin', 'iskandar', 'tekan', 'bangun', 'pinggir', 'hadap', 'krisis', 'resesi', 'global']",Negative
"Blibli Diprediksi Kuat Hadapi Ancaman Resesi, Ini Alasannya – Bisnis https://t.co/mE7QGSwQ1H – Artikel Populer Google Berita – https://t.co/8Abc3eecOu – #Opsiin  - https://t.co/WHmqB2UBCX",blibli prediksi kuat hadap ancam resesi alas bisnis artikel populer google berita,"['blibli', 'prediksi', 'kuat', 'hadap', 'ancam', 'resesi', 'alas', 'bisnis', 'artikel', 'populer', 'google', 'berita']",Neutral
Tren Bagus Ekonomi RI Diprediksi Mampu Hindari Resesi Global. kebayamerah Pecat Elkan Baggott Wakanda DITA Harris Vriza Kemendikbud KTT G20 Teume chenle Siang Pengabdi Kasad Dudung AR https://t.co/AtbuEPF3Q3,tren bagus ekonomi prediksi hindar resesi global kebayamerah pecat elkan baggott wakanda dita harris vriza kemendikbud teume chenle siang abdi kasad dudung,"['tren', 'bagus', 'ekonomi', 'prediksi', 'hindar', 'resesi', 'global', 'kebayamerah', 'pecat', 'elkan', 'baggott', 'wakanda', 'dita', 'harris', 'vriza', 'kemendikbud', 'teume', 'chenle', 'siang', 'abdi', 'kasad', 'dudung']",Negative
"Katanya tahun depan resesi. 🤔

Apa yang kalian persiapkan untuk menghadapinya?

Begini tips dari @mencobaminimal1: https://t.co/lUnP619PjT https://t.co/NRDqREbXi2",resesi siap menghadapinyabegini tips,"['resesi', 'siap', 'menghadapinyabegini', 'tips']",Neutral
@putgeeery resesi woe resesi,resesi resesi,"['resesi', 'resesi']",Negative
"WASPADA RESESI, SAATNYA MELEK INVESTASI
BONGKAR RAHASIA HASILKAN PROFIT DARI FOREX DAN GOLD

Ingin hasilkan income dari trading forex dan gold?
Ingin punya sistem trading yang profitable dan teruji aman? https://t.co/90gAWTh8cI",waspada resesi melek investasibongkar rahasia hasil profit forex goldingin hasil income trading forex goldingin sistem trading profitable uji aman,"['waspada', 'resesi', 'melek', 'investasibongkar', 'rahasia', 'hasil', 'profit', 'forex', 'goldingin', 'hasil', 'income', 'trading', 'forex', 'goldingin', 'sistem', 'trading', 'profitable', 'uji', 'aman']",Neutral
"Tetap rebahan, Di era resesi global 😎 https://t.co/xngJtABkoS",rebah resesi global,"['rebah', 'resesi', 'global']",Negative
"Dunia Dapat Bertahan dari Inflasi dan Resesi, Tapi Tidak dengan Krisis Iklim
https://t.co/5A1XPFQdjU",dunia tahan inflasi resesi krisis iklim,"['dunia', 'tahan', 'inflasi', 'resesi', 'krisis', 'iklim']",Negative
"Mendag ungkap strategi RI kuat hadapi ancaman resesi 
https://t.co/GXnxg2kPvY",mendag strategi kuat hadap ancam resesi,"['mendag', 'strategi', 'kuat', 'hadap', 'ancam', 'resesi']",Negative
"Sering terjadi. Sudah akad, sudah resepsi, terus di kota suaminya juga adain ngunduh mantu. Memang di Indo tu tahan resesi wkwk. https://t.co/RRpeXKRL0V",akad resepsi kota suami adain ngunduh mantu indo tahan resesi wkwk,"['akad', 'resepsi', 'kota', 'suami', 'adain', 'ngunduh', 'mantu', 'indo', 'tahan', 'resesi', 'wkwk']",Negative
@detikcom @detik_jabar Industri tekstil dan garmen kena imbas semua krn andalin ekspor ke LN sementara permintaan dr LN turun drastis krn banyak negara2 resesi. Sementara permintaan dari DN udh lama ambhyarr krn produsen garmen kalah saing dgn garmen2 impor yg lbh. murah. 😓,industri tekstil garmen kena imbas andalin ekspor minta turun drastis negara resesi minta ambhyarr produsen garmen kalah saing garmen impor murah,"['industri', 'tekstil', 'garmen', 'kena', 'imbas', 'andalin', 'ekspor', 'minta', 'turun', 'drastis', 'negara', 'resesi', 'minta', 'ambhyarr', 'produsen', 'garmen', 'kalah', 'saing', 'garmen', 'impor', 'murah']",Negative
Resesi berlanjut. https://t.co/jIXdTtHND2,resesi lanjut,"['resesi', 'lanjut']",Negative
belum ditambah beli album PCY1 sama DKS2 ya Allah... ini mah gw beneran resesi 🥴 https://t.co/Ff47GZYVMg,tambah beli album allah beneran resesi,"['tambah', 'beli', 'album', 'allah', 'beneran', 'resesi']",Negative
"RT @TintaMedia1: Akankah Perbankan Syariah Lebih Kebal di Resesi Ekonomi 2023?

https://t.co/eQeE4CYrqz

Oleh: Muhammad Nur Bintang Saputra…",perban syariah kebal resesi ekonomi muhammad bintang saputra,"['perban', 'syariah', 'kebal', 'resesi', 'ekonomi', 'muhammad', 'bintang', 'saputra']",Negative
"Kakak @marlinalumban betul kah ini, kalo pernikahan Batak bisa nahan resesi ekonomi Indonesia? https://t.co/UKxEQaQEWf",kakak kalo nikah batak nahan resesi ekonomi indonesia,"['kakak', 'kalo', 'nikah', 'batak', 'nahan', 'resesi', 'ekonomi', 'indonesia']",Negative
"@novIdyllic Bentar lagi kita bisa nemu judul skripsi ttg ""pola konsumsi masyarakat Indonesia dalam pelaksanaan kegiatan berbasis adat dalam upaya ketahan terhadap ancaman resesi.""

Btw, ini mereka duitnya darimana yaahhh 🥲🥲😭😭",bentar nemu judul skripsi pola konsumsi masyarakat indonesia laksana giat bas adat upaya tahan ancam resesibtw duit darimana yaahhh,"['bentar', 'nemu', 'judul', 'skripsi', 'pola', 'konsumsi', 'masyarakat', 'indonesia', 'laksana', 'giat', 'bas', 'adat', 'upaya', 'tahan', 'ancam', 'resesibtw', 'duit', 'darimana', 'yaahhh']",Neutral
"Ada Ancaman Resesi, Kemnaker Diminta Lakukan Ini Untuk Perusahaan &amp; Tenaga Kerja - elaeis https://t.co/ISMj2oVMdB",ancam resesi kemnaker laku usaha tenaga kerja elaeis,"['ancam', 'resesi', 'kemnaker', 'laku', 'usaha', 'tenaga', 'kerja', 'elaeis']",Negative
@hotradero Efek resesi?,efek resesi,"['efek', 'resesi']",Negative
"@nestboy13 @someabitch @shadiiiq @coffebit @mansurearth616 @heylutfi_ Tanpa sadar nescafe classic yg riki seduh ternyata sudah kadaluarsa, bergegaslah dia buang kopi itu dan pergi menuju indoapril terdekat. Tiba-tiba tanpa riki sadari ada sesosok bayangan hitam mengikutinya dari belakang dan berbisik..

""Apakah kamu percaya dengan resesi 2023?""",sadar nescafe classic riki seduh kadaluarsa gegas buang kopi pergi indoapril dekat tibatiba riki sadar sosok bayang hitam ikut berbisikapakah percaya resesi,"['sadar', 'nescafe', 'classic', 'riki', 'seduh', 'kadaluarsa', 'gegas', 'buang', 'kopi', 'pergi', 'indoapril', 'dekat', 'tibatiba', 'riki', 'sadar', 'sosok', 'bayang', 'hitam', 'ikut', 'berbisikapakah', 'percaya', 'resesi']",Neutral
"Ancaman resesi terus menggema. Tak tanggung-tanggung kekhawatiran resesi muncul dari presiden hingga para pembantunya. Alhasil, hantu resesi ini membuat orang kaya memilih cara aman menyimpan dananya di perbankan. Sinyal bahwa nasabah tajir bersiap… https://t.co/PAAWS2T863",ancam resesi gema tanggungtanggung khawatir resesi muncul presiden bantu alhasil hantu resesi orang kaya pilih aman simpan dana perban sinyal nasabah tajir,"['ancam', 'resesi', 'gema', 'tanggungtanggung', 'khawatir', 'resesi', 'muncul', 'presiden', 'bantu', 'alhasil', 'hantu', 'resesi', 'orang', 'kaya', 'pilih', 'aman', 'simpan', 'dana', 'perban', 'sinyal', 'nasabah', 'tajir']",Negative
apa persiapan kalian untuk kemungkinan terjadinya resesi 2023?,siap resesi,"['siap', 'resesi']",Neutral
